2019-06-13T04:22:27.310Z	8121.86000000	0.00330905	8121.85	8121.86	11671.76275904	60215164.32950863	193338.54629610083	20000	0.01	8096.57	7800	7500	6997	4500	8144.72	8409	8495.61	8830	10481.62
2019-06-13T04:23:23.664Z	8121.86000000	0.00588180	8121.85	8121.86	11671.76275904	60326144.05157708	193352.27437904084	20000	0.01	8100.2	7800	7510	7000	4500	8138.92	8400	8495	8828.1	10481.62
2019-06-13T04:24:27.781Z	8117.33000000	0.01944881	8116.08	8118.43	11672.73278269	60356103.983083785	193355.99668168082	20000	0.01	8097.99	7800	7507	7000	4507	8139.97	8400	8495	8828.83	10481.62
2019-06-13T04:25:26.718Z	8119.94000000	0.18441227	8117.95	8119.35	11662.19665584	60292264.31370814	193348.08851855082	20000	0.01	8096.58	7800	7503	7000	4500	8138.92	8400	8495	8828.83	10481.62
2019-06-13T04:26:30.651Z	8118.36000000	0.04714372	8117.98	8118.36	11662.19665584	60314362.98301254	193350.82984856082	20000	0.01	8098.57	7800	7501	6999	4500	8138.92	8400	8495	8828.83	10481.62
2019-06-13T04:27:30.651Z	8120.54000000	0.04714674	8120.27	8121.31	11661.68051151	60633516.406610824	193390.15327842082	20000	0.01	8106.99	7800	7500	6968.44	4487	8138.96	8400	8495	8828.83	10481.62
2019-06-13T04:28:30.837Z	8120.43000000	0.00465695	8119.12	8120.43	11661.68051151	60251687.95320705	193341.93862391083	20000	0.01	8097.7	7800	7503	6999	4500	8139.79	8400	8495	8828.83	10481.62
2019-06-13T04:29:24.790Z	8118.13000000	0.00110430	8117.97	8118.13	11656.61820496	60312429.291840315	193349.28306564083	20000	0.01	8100.2	7800	7511.7	7000	4507	8139.8	8400	8495	8829.49	10481.62
2019-06-13T04:30:29.331Z	8115.96000000	0.02581123	8115.96	8118.78	11655.85823346	60311779.22531749	193348.92750678083	20000	0.01	8100.2	7800	7510	7000	4507	8139.79	8400	8495	8829.49	10481.62
2019-06-13T04:31:31.190Z	8119.56000000	0.37189673	8119.56	8120.23	11655.85823346	60408308.359563865	193360.90207302084	20000	0.01	8100.2	7800	7530	7000	4510	8139.79	8400	8495	8829.5	10481.62
2019-06-13T04:32:26.261Z	8116.88000000	0.00226908	8114.56	8116.84	11657.23735862	60159164.575693496	193330.05224179084	19999	0.01	8090	7800	7500	6985	4487	8138.92	8400	8495	8828.83	10481.62
2019-06-13T04:33:31.410Z	8116.58000000	0.00226903	8116.05	8116.58	11657.23735862	60046684.92710432	193316.04499037084	19900	0.01	8089	7800	7500.01	6990	4493.22	8139.79	8400	8495	8828.83	10481.62
