2019-05-31T04:52:57.897Z	8158.99000000	0.00585956	8163.27	8165.34	31012.39166762	55000000	180000	250000	0.01	8110	7950	7500	6720	2660	8212.37	8800	9100	9800	125000
2019-05-31T04:53:58.230Z	8177.36000000	0.04293857	8177.27	8177.36	31040.19462432	55000000	180000	250000	0.01	8122.93	7980	7500	6738.37	2480	8228.25	8789	9100	9800	125000
2019-05-31T04:54:59.166Z	8170.90000000	0.06057319	8170.99	8173.11	31045.95683044	55000000	180000	250000	0.01	8122.93	7980	7500	6738.37	2480	8228.25	8789	9100	9800	125000
2019-05-31T04:56:00.311Z	8184.97000000	0.01169540	8180.25	8184.97	31057.38786738	55000000	180000	250000	0.01	8110	7890	7400	6690	1850	8237.16	8800	9100	9820	125000
2019-05-31T04:56:58.769Z	8192.35000000	0.02772376	8186.84	8191.7	31095.01543913	55000000	180000	250000	0.01	8100	7825	7400	6693.31	1808	8237.16	8799	9100	9800	125000
2019-05-31T04:58:00.369Z	8182.97000000	0.01951389	8176.94	8182.97	31095.85714002	55000000	180000	250000	0.01	8122.11	7900	7458	6700	2000	8235.04	8780	9100	9800	125000
2019-05-31T04:58:59.384Z	8168.09000000	0.00290063	8163.74	8168.06	31096.94032219	55000000	180000	250000	0.01	8110	7869.69	7400	6693.31	1750	8210	8750	9099.4	9800	125000
2019-05-31T05:00:00.295Z	8153.58000000	0.00581977	8153.58	8154.25	31100.88661102	55000000	180000	250000	0.01	8112	7932	7500	6720	2600	8220	8800	9100	9850	125000
2019-05-31T05:00:48.125Z	8129.99000000	0.06989914	8129.99	8130	31109.07217664	55000000	180000	250000	0.01	8090	7886	7400.01	6700	1817	8172.52	8786.28	9100	9800	125000
2019-05-31T05:02:00.916Z	8134.24000000	0.00321527	8131.41	8134.24	31224.92375962	55000000	180000	250000	0.01	8090	7860	7400	6690	1803.31	8179.4	8750	9100	9800	125000
2019-05-31T05:02:59.878Z	8118.02000000	0.10690072	8121.07	8127	31238.51732213	55000000	180000	250000	0.01	8090	7858	7400	6705	2080	8163.84	8750	9100	9800	125000
2019-05-31T05:03:59.244Z	8149.99000000	0.02352466	8144.63	8149.99	31126.80289101	55000000	180000	250000	0.01	8092	7832.48	7400	6700	1950	8210	8799	9100	9800	125000
2019-05-31T05:05:00.782Z	8154.99000000	0.00231052	8150.05	8154.99	31110.88068839	55000000	180000	250000	0.01	8100	7850	7400	6700	1950	8210	8779.37	9100	9800	125000
2019-05-31T05:05:57.640Z	8143.38000000	0.05661300	8142.97	8147.95	31025.17141027	55000000	180000	250000	0.01	8092	7860	7400	6690	1817	8183.53	8750	9099.4	9800	125000
2019-05-31T05:06:59.468Z	8154.99000000	0.03110535	8154.99	8155	31031.53041621	55000000	180000	250000	0.01	8092	7869.69	7400	6700	1870	8198.66	8750	9100	9800	125000
2019-05-31T05:08:01.481Z	8144.86000000	0.00287041	8140.03	8144.86	30982.33650747	55000000	180000	250000	0.01	8091.25	7869.69	7400	6698.01	1857	8182.1	8750	9099	9800	125000
2019-05-31T05:08:50.715Z	8142.63000000	0.01090620	8135.52	8142.63	30965.97175560	55000000	180000	250000	0.01	8100	7931	7500	6720	2750	8206.5	8800	9100	9850.09	148000
2019-05-31T05:09:59.845Z	8163.79000000	0.02291998	8160.55	8164.98	30832.46467306	55000000	180000	250000	0.01	8105.66	7950	7500	6735.21	2600	8210	8775	9100	9800	125000
2019-05-31T05:10:47.449Z	8187.52000000	0.00152089	8182.68	8187.52	30844.93895565	55000000	180000	250000	0.01	8100	7832.48	7400	6700	2000	8210	8750	9099.99	9800	125000
2019-05-31T05:11:59.688Z	8185.00000000	0.06823667	8182.25	8184.98	30857.54601653	55000000	180000	250000	0.01	8100.54	7855	7400	6700	2050.01	8226.62	8756.02	9100	9820	125000
2019-05-31T05:12:57.280Z	8178.26000000	0.00809377	8176.65	8178.24	30863.33176870	55000000	180000	250000	0.01	8100.01	7856	7400	6705	2190	8214.1	8779.37	9100	9820	125000
